549.4,553.1
555,547.45
556,552.6
563,555.9
563.4,571
559,562.8
561,558.85
565.7,559.5
564.95,563
560,558.85
559.25,557.05
555,559.2
552.1,553.8
550,554.35
545.9,549.75
550.05,546.35
544.05,549.4
533.55,544.35
523.25,534.7
512,519.9
508,510.45
514.8,507.4
520.5,514.55
522,517.65
523.95,522.2
511,519.3
504.95,502.1
501.9,502.65
508,502.85
509.45,508.6
507.55,507.35
498.4,506.3
503,498.95
491.35,491.05
492.55,490
492.25,491.2
502,491.6
506.2,497.9
510.7,504.9
507.55,510.7
511.5,507.8
487.75,511.8
483.4,485.3
492,482.95
488.25,490.4
491.35,486.6
488.15,489.4
488,486.8
470,493.35
464.9,457
436,455.75
442.9,436.75
440.95,440.4
435,437.9
432.5,433.45
434.05,432
442.45,433
447,442.65
447,440.65
450.05,445.25
446.35,448.85
454.85,445.75
456.05,454.25
451.6,453.95
451,450.95
458.1,450.9
454.95,454
448,451.45
465,450.25
460,462.05
475,464
490,477.95
495.8,488.3
496.1,495.45
502.45,492.9
493.15,501.65
486,493.35
485,485.35
480,482.65
484,478.15
481,483.35
478.45,479.9
492.5,477.65
495,493.2
488,495.45
491,488.75
496.75,496.6
502,496.75
502.15,502.05
482,499.15
470.55,478.55
478,472.7
469.45,467.8
471,469.5
485,472.9
493.5,482
495.9,492.95
494,495
501.3,495.05
483.3,500.3
481,482.65
484,480.85
485,485.1
490.3,483.3
487.5,490.6
469,486.7
470.1,467.95
465,469.8
471,460.1
472.25,472.25
470.6,472.5
467,467.75
469.95,459.9
486.8,470.7
475,473.25
474.9,472.6
477.9,471.95
473.05,476.5
462.55,473.35
461.6,462.4
468,461.95
470,469.25
468.3,468.95
462.5,464.25
452,461.65
465,454.6
468.95,467.1
455,467.6
458.15,454.2
445.85,458.4
449,446.4
450,447.75
434.95,448.1
422.8,430.9
423.2,422.05
419.5,419.7
408.05,419.15
404.95,405.1
407.7,403.15
390.2,405.95
393.95,391.1
389.05,392.45
394.7,388.3
381,392.75
389.3,380.45
392.5,390.75
404.5,392.4
405,404.9
411,403.9
413.75,411
422.1,414.1
417.7,419.15
420.35,417.55
425.9,420.65
429.9,424
433.4,430.3
416.1,431.55
420,412.5
411.3,418.35
407.7,413.55
406.9,406.4
417.55,409.7
407,414.95
414.4,409.05
407.1,407.1
399.9,407.7
387.35,398.25
381,392.35
374.95,378
385.1,371.55
390.8,385.1
393,392.95
396,391.75
410.1,393.55
431.3,426.85
406.4,436.85
383.9,399.8
413.55,408.6
405.15,411.5
402.25,403.05
411.6,403.3
406.5,413.65
404,417.7
408.35,404.65
399,404.45
381,397.1
414,398.85
411,415.5
427.5,426.2
428,427.3
428,428.45
427,425.45
413.4,424.9
411,410.7
415.1,411.9
415.75,413.85
409,417.4
391.6,406.4
392,389.3
395,390.35
386,390.1
376,382.85
365,374.4
381.8,367.85
369.15,379.8
372,367.85
371.95,370.4
376.3,371.9
377.2,376.3
365.45,369.3
362,365.45
359.5,361.55
370.5,359.05
375,366.9
369.5,373.75
385,373.6
403.6,394.5
390.45,402.9
387,389.95
374.1,385.85
375.2,373.7
370.8,373.8
377.75,370.45
375,377.8
370,373.1
372.6,369.85
381,372.4
384.1,380.15
387.2,385.45
392,387.45
389,392.3
392,387.2
380.5,391.35
373.25,379.2
368.4,374.8
369.3,368.5
377.3,370.15
379,375.45
381.05,379.55
378.4,380.9
362.15,374.05
365,357.6
366,361.9
359,364.35
351,354.75
358.85,350.3
370,362.9
364,367.65
365.75,363.8
361.25,365.3
370,362.3
370.55,368.45
366.3,370.25
374,365.6
359,372.85
357,359.2
344.25,357.7
330,342.4
323,327.25
315.5,318.6
334.5,317.65
332.5,334.1
330,331.2
325.05,327.35
315.25,321.9
312.2,313.45
311.4,311.45
311.2,310.35
307.9,312.5
332.4,333.75
333.8,332
336.5,333.85
324,336.15
332.1,325.5
329.9,330.05
325.9,329.9
325.7,325
329.5,323.8
342.05,334.95
342,342.05
342.25,341.5
337.8,342.85
336,337.7
342.25,338.65
332,340.65
335.5,332.15
324.7,334.45
331.05,323.1
325.6,329
322.1,325
320,324.35
313.6,317.6
324,313.6
326.9,322.9
327.9,326.1
326.5,328.9
328,326.95
322.3,326.35
327.05,323
330.05,330.8
320.9,329
331,327.95
330.9,329.05
330.6,329.45
328.2,332
347.7,328.95
348.05,348.45
350,346.8
347.5,350.55
357.7,347.7
358.05,356.6
347,358.4
353.7,347.55
358.7,353.8
358,354.4
337,356.85
331.1,335
326.65,332.6
322,324.15
322,331.15
323,322.25
330,323.95
314,328.45
317.9,312.1
315.15,320.2
318,317.7
325,319.5
309,324.4
300,303.9
317.25,300.05
311.4,316.6
304.5,309.45
303.5,302.9
298.9,302
304,295.8
299.8,299.2
296,299.8
297,296.3
296,294.45
296.2,296.15
284.8,295.45
288.75,291.85
289,288.35
271.7,286.3
260.25,267.15
250,256.9
246.95,249.1
250.1,248.4
247.85,248.05
250.85,247.85
255.95,253.45
254.5,255.2
249,253.25
254.2,250.5
245.7,251.35
249,244.85
220,246.2
226.6,217.85
235.55,225
234,235.65
231.2,235.55
237,234.45
215,234
224.75,226.15
227.9,224
250.25,231.5
251,249.4
253.5,250.05
256.8,254.4
255.7,257.55
249,253.85
238,247.1
233.65,234.55
234.9,231.7
237,237.95
230,236.25
241.3,229.9
235.6,238.7
248.1,247
253.6,246.35
248,252
251.95,253.7
263.9,250.1
273.8,268.5
257.5,274.1
256.45,257
261,257.3
260,259.55
257.05,258.15
257,255.15
263.5,254.05
265,263.5
262,263.7
258.55,257.2
255.1,258.55
257.1,255.35
246.2,256.55
246.9,244.9
247,244.2
239.5,245.05
235.6,240.9
225.7,232.95
234,226.85
242.9,234.75
244,243.55
238,240.2
241.9,240.15
239.25,243.5
230.5,237.65
231.8,230.05
229,231.2
224.6,227.9
222.9,224.35
230.5,224.4
229.25,229.7
228,228.9
234.5,225.85
232,234.5
222.25,229.8
218.9,222.15
220,220.85
221.95,217.95
215,222.15
218.7,220.1
236,225.6
239,235.8
241,236.05
247.1,238.65
248,246.75
247.5,247.4
245.5,247.25
249.45,245.95
247,249.45
247,246.05
241,244.8
247.7,240.8
253,248.15
255,252.65
249.9,255.3
244.25,248
248.7,245.2
254.7,251.15
243,250.75
238,240.5
226.5,236.8
227.75,227.15
215,224.5
215.95,212.15
206.45,211.9
205.05,201.35
217.25,209.45
220,215.4
216,221.1
229,220
227,226.85
233,228.55
231.5,230.2
243.9,229.05
234.7,241.3
243,233.05
237,240.3
236.2,239.25
217.2,228.8
220.9,215.9
228.1,218.95
223,229.65
218,219.65
221,216.2
226.75,225.05
231.5,228.5
219,225.85
214,215.5
208,214.15
230,206.15
238,237.25
248.05,241.65
251,249.9
247.95,251.65
238.1,246.55
234.6,237.1
252.5,233.6
254,249.1
260,246.9
263,261.15
261,262.05
262.25,261.3
260,262.25
249,256.4
247.3,248
249.5,247.3
252.4,248.35
251.9,250.65
251.25,249.35
265,251.4
272.9,265.1
274,270.3
272,280.35
284.35,274.65
285.9,284
282,284.3
285,281.5
283,280.7
285,281.7
281.9,284.45
282,280.95
285.2,280.55
293.8,283.4
300.75,297.45
294.9,298.75
308,300.95
307,304.4
305.5,306.55
297,304.7
295,295.7
301.95,298.05
304,302.75
313.95,304.1
311,313.45
309,310.4
303.9,304.8
305,303.6
304.2,305.1
296.95,294.45
298,297.05
297,297.75
305.95,298.8
304.6,305.95
296.7,304.7
312.5,302.85
308.8,311.05
317.1,308.25
323,316.4
330,321.65
329,329.2
325,328.5
330.7,324.65
333,328.3
334.25,332.85
339.95,332.75
342,341.55
350,342.9
367.8,361.35
364,368.15
365,364.05
357.5,363.45
359.8,365.65
355.2,359.55
376.1,353.15
372,376.85
369.15,366.2
367,367
380,367.25
364.1,379.2
363,361.3
369,360.5
372,369.25
369,371.35
369.7,367.95
371.4,370.15
354.5,368.7
350.95,351.15
346,348
349,344.35
336.9,345.85
339,337.3
345,337.7
344.3,344.6
346,342.85
337.25,345.3
335,336.25
319.7,333.6
324.1,318.05
316.5,324
326.7,316.85
318,322.4
316.65,315
322.6,315.75
328.7,322.9
330,327.2
330,331.05
336.6,328.95
334.1,336.35
334,331.85
328,332.4
329,326.2
335.2,326.55
328.4,333.4
333.5,325.85
338.2,332.1
342.2,336.4
348,343.4
356,347.85
353.5,353.5
358.55,352.8
355,355.65
348,351.05
352.1,345.45
361.5,351.15
367.55,359.4
376.5,367.05
377.05,374.7
369.8,375.6
371,367.2
369.85,369.95
366.2,366.55
366,365.1
359.5,365.1
346.7,357.65
358,347.9
379,369.3
391.1,379.45
383.6,388.75
385.5,380.95
391,383.95
392,390.45
392,389.65
397.1,390.9
403.8,398.05
408.15,402.65
398,402.95
405,396.95
386.7,402.1
384,384.8
382.1,382.9
380,384.6
391.2,376.75
397,391.6
400.15,397.05
402,399.55
394.9,394.7
397.8,389.55
415.8,396.3
411.55,416.65
406,410.8
396,404.55
397.3,399.35
404.35,396.45
398.5,404.3
396.6,398.15
392.05,395.4
404.5,395.15
406,403.85
406.15,405.2
400.8,401.85
393,393.45
396.7,389.4
400,400.7
420,403.4
433,420
433,432.3
451.6,436.1
462.5,451.6
462.2,460.85
462,462.3
467,463.7
460.1,464.8
474,461.65
461.6,473.3
467,460.5
464.4,465.7
475,464.4
470.3,476.6
467.9,462.7
472.9,466.85
487,471.45
479.7,486.45
477.05,479.65
467.35,479.1
468,470.3
480,468.3
472.9,479.7
473.1,471.05
478.15,472.15
490,477.95
492,489.15
476,489.35
473,474.4
453.75,471.75
450.8,451
460.1,451.8
461.9,459
460,457.1
453,455.8
455,450.15
443.1,447.75
461,439.85
460,456.15
446,457.8
462.4,448.2
460,467
440,456.45
448,440.95
457,448.7
469,459.3
475,466.55
460,474.2
475.1,459.95
487,473.3
502,486.1
509,500.9
510,510.4
497.8,506.75
494.25,498.75
508.4,490.05
514,507.55
517.95,517.05
521.6,517.7
516,520.3
514,518.5
515,517
509.5,513
525.35,509.25
520.7,525.75
524,519.2
515.15,523.85
523,513.55
530,522.85
510.25,525
538,511.85
538,537.6
540.5,536.6
544.5,545.45
549.5,544.1
540,546.4
534,541.3
544.7,534.7
539,541.9
545.95,534.9
551.8,537.55
553,555.45
563.8,550.15
555,561.7
552.7,551
548,549.2
545,553.4
551.7,544.9
560.2,547.55
570.05,557.15
556.65,567.05
564.55,554.95
565.85,562.1
565,562.05
557.5,562
543,558.9
529,542.7
518.3,526.25
497,513.95
521,500.95
519.25,521.9
514.65,517.3
537.3,513.3
536.05,536.1
542,536.45
545.4,539.3
546.5,543.65
530,541.35
520.55,528.3
528.3,519.5
532.85,525.8
533,530.85
528,532.4
520.4,526.95
520,519.75
525.15,519.3
535,522.05
524.05,532.1
525.5,524.85
550,525.75
549.5,549.95
560,549.2
575,558.8
563.25,573.7
561.25,560.25
537.5,555.1
528,536.6
498,525.75
477,492.8
468,475
471,465.65
480,468.7
468,476.75
481.55,468.4
471.75,477.55
466.55,471.05
467.9,462.4
455.7,467
443.1,451.25
471,440.45
456,460.7
430,452.15
425,426.9
416.95,420.25
400.8,416.9
402.5,402.25
400.75,399.95
400.25,400.85
391.7,397.3
403.8,390.75
406.4,400.6
427.75,405.5
426,425.9
427.9,426.25
421.95,426.6
422.3,421.05
419,423.25
412.9,418.8
409.2,413.75
421,408.4
416,420.1
418.6,416.8
409.5,418.85
403,405.95
400.35,401.9
403.1,398.55
403,403.45
394.5,401.3
384,393.85
378.4,380.9
374,374.85
370.4,374.3
363,366.7
365,362.95
363,361.85
352,362.5
357.35,350
342.5,356.3
345.1,340.7
333.25,341.75
342,336.8
341.3,339.6
365,344.15
369.25,364.25
369,370.25
358.25,364.2
355,355.75
346.4,351.75
343.8,345.4
350.5,344.05
362,349.25
370.65,360.9
374,369.2
368,373.9
369,367.3
381,374.05
374.7,379
372,373.5
369.9,371.05
376.9,367.35
388.05,374.35
386,390.15
388,382.5
365,384.45
362,361.35
345.8,359.25
339.3,343.15
356.5,343.4
349,356.15
352.5,346.55
369.9,358
354.9,366.1
370,353.75
386,376.45
393.25,389.15
385.9,392.45
376.9,383.7
378,374.75
383,377.55
376.55,381
377,374.9
385,374.9
384.65,386.15
392,384.3
394.7,390.9
395,392.25
408.95,394.8
412.1,408.25
416,412.6
424.6,419.5
425,425.05
427,423.45
425,424.85
426.4,424
419,424.85
424,418.45
418,423.2
412.7,417.85
417.9,410.85
408.9,414.85
410,408.75
415,409.05
409.5,415.4
415.1,412.45
423,418.6
419.1,423.3
430.55,420.75
421.45,422.6
418.5,421.5
408,414.3
407,409.2
400,408.45
402.15,400.85
396,400.75
393.5,394.75
397.7,391.9
394.9,397.5
384,392
383,382.65
382,385.05
388.25,383.2
379.5,386.05
368,375.3
352,358.85
362,352.3
355.65,360.05
344.85,355.6
332,345.7
339.5,333.55
338.85,338.65
338.9,338.85
335.05,336.1
326.95,334.4
327.7,326.4
311.2,325.65
325,312.4
330,321.85
334,332.1
338,335.05
337,340.1
328.2,336.15
313.1,328.45
312,310.1
303.25,310.45
307.6,301.95
311.2,307.75
305.05,308
291.5,302.9
304.05,296.7
288.2,300.35
283.8,288.45
276,285.8
274.7,275.65
284.85,271.6
300.4,287.85
291.6,299.5
294.5,291.15
291,292.6
298,293.65
311,300.4
301,310.4
289.45,290.2
290,288.3
303.6,291.8
303,298.25
316,302.95
301.25,316
295.6,300.75
290,292.15
293.35,288.65
284,289.85
292.15,281.25
275.9,289.45
279,274.25
282,278.3
270.1,279.35
275.05,272.25
284,277.45
276.7,282.25
248,273.3
260,247.95
242.9,256.95
229.9,246.85
249,235.1
262,249.8
234.9,241.15
220.25,236.55
208.85,218.45
199,207.7
205.95,198.6
203,207.9
212,202.3
217.45,210.15
208.75,215.7
216.15,209.6
218.7,215.7
224,218.9
228.65,223.05
233.7,229.85
239,234.5
240.95,233.95
245.7,241.05
243.8,244.65
251.9,243.25
253.8,251.45
255,257.35
262,262.8
261.1,261.3
262,256.25
262.2,261.4
263,260.35
268.1,264.8
272.3,264.7
279.9,269.35
281,282.15
274.45,280.6
268,273.8
268.4,264.25
269.8,264.7
267.5,266.55
270,266.75
272,271.65
286.9,272.4
285,290.55
276,284.7
276,276.7
270,274.15
271.9,266.15
280,274.15
289,281.5
293.35,290.4
294.25,292
296.9,295.25
298,299.15
298,298.3
292,296.6
304,291.8
313.5,301.8
321.15,314.05
318,321.35
313.1,317
310.4,313.15
304.4,299.5
308.6,305.7
315.85,308.65
312.55,315.3
313,311.95
308.7,311.35
305.7,308.55
303,303.9
319.05,305.35
319.9,318.8
316.5,318.15
320.05,316.05
325.55,319.15
323.95,323.85
313.25,322.35
304.1,311.2
304.05,304.45
304.65,302.85
305.8,302.4
313.8,304.85
310.25,312.55
307.9,308.55
302.5,306.75
298.2,299.95
300.25,297.2
294.55,298.2
298.5,294.55
296.7,299.35
308.4,298.7
307.95,305.55
309,304.45
311.4,306.2
304,308.5
315,304.4
319.7,317
315,319.85
314.8,314.5
305,312.3
311.8,306.2
328,314.75
327,322.1
337,327.6
340,334.8
350.55,339.55
348,349.1
357,354.35
351.25,357.1
356,351.95
362,355.75
358.6,359.2
352.8,358.5
352.75,350.25
348,352.85
338,343.95
340,334.95
341.6,341.6
359.3,342.35
351.25,356.75
361.1,349.85
366,360.95
365,364.45
375.25,364.15
389.25,380.05
386.8,386.8
376,385.3
378.5,375.95
371.6,380.55
385.9,376.15
385.7,384.55
391,385.35
390,386.7
398.8,390.65
397,397.25
393.6,394.75
403,395
405.5,400.75
406.4,404.8
401.25,405.95
405.2,398.95
409,405.75
404,406.55
408.5,404.55
410,407.8
414.75,409.2
416,414.05
420.5,414.65
414.4,418.6
422.2,414.95
423,424.1
417.4,423.55
421,416.9
425.4,420.15
434.9,422.7
439.9,433.7
434.15,440.55
440,433.4
440.4,441.85
443.7,438.4
431.1,438.3
426.75,428.3
432.5,428.35
433.5,430.9
428.3,429.75
430,428.45
427.9,429.55
424,431.4
417,423.35
402,413.95
399,398.95
389,397.25
396.9,388.2
398.1,395.25
401.5,396.1
394.5,400.25
401.9,394.9
400,399.65
394.4,397.65
391,389.35
386.1,390.65
377,385.4
376,376.95
375,376.05
367,371.5
366.5,364.35
367.35,365.9
362.5,364.35
368.25,361.25
372.95,364.1
376,370.05
384.95,375.75
386.4,386
385,383.85
404.9,390.55
398,403.65
396.9,401.95
394.7,398.7
399.7,397.85
400.8,401.6
392.5,397.8
394.85,392.25
402.6,392.9
402.8,401.7
399,399.5
405.9,399.6
404.45,404.7
405.8,407.85
411,407.1
410.5,411.65
414.1,407.55
421.9,408.75
421.4,419
422.5,420.55
413.6,420.35
412,411.65
411.2,411.75
409,407.55
413.05,410.35
405.7,409.5
399,403
402,398.85
400.05,400.75
396.9,396.05
398.55,396
406.05,400.65
410,406.65
396,409
400,393.85
408.7,404.9
408.6,410
398,403.75
388,387.45
380.05,387
379,376.9
374.5,379.9
372.1,373.8
361.1,370.7
350.95,350.65
361.2,350.7
358,363.1
365.25,358.05
366.7,362.5
374,366.7
377,374.4
388,378.4
390.7,385.5
395.8,387.7
395,398.6
392,392.6
395,392.2
401,394.8
407,398.2
391,406.05
400,395.65
404,400.4
405.55,406.3
407,408.35
406.8,406.05
403.3,404.3
403,396.95
409.9,405.9
415,409.35
410.5,413.6
404.1,410.2
390,399.3
388,384.15
396.1,387.45
399.6,397
412.4,399.5
413,415.8
415,414.65
408,411.15
411.05,406.2
417.5,408.85
430,425.65
435.3,429.45
438.05,436.35
436.7,438.95
444,437.05
452.15,447.45
451.25,451.25
447.5,452.1
448.4,445.65
442.6,447
432.15,441.3
422.1,428.4
412.5,420.7
412.35,410.4
421,414.55
425.4,418.65
423.8,430.25
423,426.85
420,420.2
419,418.75
407.5,413.4
411.25,406.6
415.9,411.4
406,412.6
416.05,409.85
412,410.5
415,411.6
402,409.65
406.25,398.5
393.4,402.6
403,398
406,402.85
412.1,410.25
413.15,415.8
409.9,411.75
397.95,408.25
397.75,398.55
397.9,396.15
407.5,399.35
394.05,402.2
399.8,399.85
403.5,405.85
410,401.55
406.25,417.8
410,408.05
411.5,411.75
418.75,415.35
422.95,417.35
445.4,427.35
420.35,441.6
444.3,433.55
458,448.3
465,462.15
463,463.65
462.1,463.15
466.5,461.85
467,465.9
471.4,465.9
465,468.7
470.9,462.95
466,470.4
466,467
465,463.7
456,461.3
448.5,454.1
457,449.75
451.05,452.6
448,447.05
460.4,453.15
472.9,459.45
475.5,474.7
476,477.95
470.4,471.85
453.75,470.4
450.25,452.15
445,455.5
448.7,446.5
449.9,440.45
450,449
469.3,450.4
453,471.85
449.2,453.7
454.9,447.9
462,454.35
463,462.3
474.5,462
460.3,467.15
461,456
432.9,453.7
423,425.05
447.9,426.2
464,450.55
466.5,466.95
466.9,465.95
472,462.15
466,471.75
447.75,458.45
476.75,442.25
473.8,475.7
472.25,471.5
492.9,470.45
482,491.35
484.5,478
492.5,479.15
492,495.15
483.7,487.55
476.7,485.1
435,475
448,451.1
454.4,450.65
469.5,452.35
474.8,467.8
472.65,467.25
475.9,474.65
452,469.55
443.5,451
455.85,442.45
449.15,458.75
435.15,445
429,432.15
434.85,426.7
438,436.6
431.15,435.2
443,424.85
423.6,442.8
411.9,421.7
391.2,415.7
382,388.1
373.1,382.5
362.2,371.8
361,361.8
363.25,362.8
359.35,363.2
365.5,362.3
363.15,363.65
345.85,361.2
339,340.55
344.6,335.25
344,342.1
347,346.85
357,349.05
348.8,357.7
355.05,347.25
347,353.65
352.5,350.15
365.8,344.2
364,363.35
379,364.95
371,375.15
391,376.5
382.5,391.95
402.5,385.75
395.9,398.25
413.9,403.8
412.05,416.55
415.7,411.6
400,418.85
400.05,402.6
384.9,384.9
389.5,387.05
378.8,386.9
379.05,374.1
381.8,384.95
388,382.5
382.1,391.15
388.4,380.6
398,392.5
407.7,400
399.7,406
413,401.5
434.3,412.65
429.6,430
470.05,448.8
470.75,467.9
468.95,467.9
464,462
465,467.75
477.45,471.65
480.5,482.95
465,480.6
454,451.5
438,452
439.9,436.4
444,432.15
428.7,440.45
432.4,434.05
431,428.1
442,439.25
449.9,438.4
444.15,451.2
434,443.95
438,433.15
420.35,433.25
413.5,419.6
401.25,400.65
393,397.25
410,394.7
429.9,415.25
424.75,432.5
442.5,427.45
442,439.15
431.9,435.2
438.3,432.3
450.3,442.1
462.5,458.3
452.5,460.9
458.35,453.9
470.9,459.75
474.4,465.8
460.55,469.5
460,458.55
469.9,454.85
490,476.95
499.1,492.7
495.1,497.95
492,494.05
485,494.65
471.8,488.5
455,468.55
428.75,447.15
442.5,422.25
458,443.4
476,455.4
473.7,475.75
463.75,469.65
454,459.2
473,462.55
472,472.35
480,468.9
489,476.35
483,484.55
503.7,485.85
495,486.05
520,510.95
545,532.9
565.1,557.9
559.7,563.1
570.1,563.95
570.1,572.6
569.1,565.1
575.6,568.5
583.55,579.7
592.7,583.55
580.9,590.75
578.55,584.3
576.45,572.95
579.5,575.4
573,576.55
574.5,572.15
576.55,573.3
573,576.55
576.8,575.7
581.5,571.9
594.1,587.75
606,594.45
600.7,606.4
597.1,597.2
598.95,596.85
597.95,596.85
614.2,602
604.1,608.7
589.1,601.3
590,587.3
575.25,588.2
560,578.65
558.75,556.8
562,558
565.5,559.15
574.15,561.15
565,572.25
557.6,553.15
562.7,561.25
567,561.3
567.4,562.8
578,569.2
577,577.05
575.5,577.15
567.4,576.7
572,568.9
578.65,573.5
577,574.65
593,582.2
585.1,589.1
586.95,580.35
577,585.35
575.1,572.6
568,561.5
